"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","FQ1","WB1","WB2[SQ001]","WB2[SQ002]","WB2[SQ003]","WB2[SQ004]","WB2[SQ005]","WB2[SQ006]","WB3[SQ001]","WB3[SQ002]","WB4[SQ001]","WB4[SQ002]","WB4[SQ003]","WB4[SQ004]","VD000a","VD000","VD001","VD002003","VD004003","VD005013011","VD006","VD008","VD007","VD009","VD010011","VD012013011","VD018","VD014","VD019","VD017021","VD020021","VD015","VD016","VD022","VD099[SQ001]","VD100a","VD100","VD121","VD154","VD101","VD122","VD155156","VD109156","VD159","VD123124125","VD115124125","VD130","VD131","VD102","VD111","VD110","VD114144102","VD144102","VD112","VD113125","VD116120","VD135145","VD134145","VD150a151152","VD150b126","VD126","VD141142152","VD151152","VD127","VD128","VD140142152","VD129","VD118120","VD103104","VD107108104","VD138167","VD136","VD166136","VD165147","VD143147","VD146133","VD132133","VD149106","VD148","VD105153106","VD117153106","VD199[SQ001]","VD200a","VD200","VD201","VD216205206","VD202","VD203","VD204205206","VD220221222","VD207","VD213","VD214221222","VD219222","VD215206","VD223210","VD208209210","VD224225212209210","VD226","VD227212209210","VD218225212209210","VD217","VD211","VD299[SQ001]","SP1","SP2","SP3","SP4[SQ002]","SP4[SQ006]","SP4[SQ001]","SP4[SQ003]","SP4[SQ004]","SP4[SQ005]","SP4[SQ007]","PD1","PD2","PD3[SQ001]","PD3[SQ002]","PD3[SQ003]","PD3[SQ004]","PD3[SQ005]","PD4[SQ001]","PD4[SQ002]","PD5","D3"
"465","2021-02-11 13:08:14","104","de","24991135","2021-02-11 13:02:41","2021-02-11 13:08:14","","7","A3","A1","A3","A4","A4","A2","A3","A2","A4","A4","A3","A4","Y","A1","A2","A1","","A2","","","","","","","","A1","A1","","","","","","A2","Y","A2","","","A1","A2","","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A1","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A3","A1","A1","A3","A4","A1","A4","A2","A2","A2","A2","A2","30","","Y","Y","","","","12","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1613045294  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"466","2021-02-11 13:36:50","104","de","780791893","2021-02-11 13:15:37","2021-02-11 13:36:50","","5","A1","A2","A3","A4","A4","A2","A4","A3","A5","A5","A5","A3","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A4","N","A2","","","A2","","","","","","","A1","","","A1","","","","A1","A2","","","","","","A1","A2","","","","","","","","","","A1","","A1","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A1","A1","A2","A2","A3","A4","A2","A3","A3","A3","A2","26","","","Y","Y","","2","6","A5","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1613047010  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"468","2021-02-11 14:03:26","104","de","1861950798","2021-02-11 13:39:16","2021-02-11 14:03:26","","3","A5","A5","A3","A2","A1","A4","A4","A4","A4","A3","A4","A5","Y","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A6","Y","A2","","","A2","","","","","","","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A3","A3","A3","A3","A2","A2","A4","A2","A3","A2","A2","A1","25","","Y","","Y","","0","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1613048606  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"469","2021-02-11 14:29:22","104","de","2123135131","2021-02-11 14:05:38","2021-02-11 14:29:22","","5","A2","A1","A3","A4","A3","A3","A4","A1","A4","A3","A2","A4","Y","A1","A2","A2","","","","","","A2","","","A2","A2","","","","","","","A5","N","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A2","","","","","","","","","","","","","A1","","A1","","","","","","","","A3","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A3","A2","A2","A2","A1","A2","A2","A2","A2","24","","","Y","Y","","6","5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1613050162  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"470","2021-02-11 14:45:00","104","en","1211016476","2021-02-11 14:23:59","2021-02-11 14:45:00","","4","A1","A4","A3","A4","A4","A4","A4","A4","A2","A2","A5","A5","Y","A1","A1","","","","A1","","A2","","","A1","","","","","A2","","","","A5","Y","A1","A2","","","","","A1","","A2","","","","","","","","","","","","","","","","A1","A1","","","","","","","","","","","","","A1","","","","","","","A5","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A5","A3","A3","A2","A5","A5","A5","A5","A5","A5","A3","A3","25","","","Y","Y","","5","","A13","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1613051100     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"471","2021-02-11 15:08:00","104","de","2088098556","2021-02-11 14:36:39","2021-02-11 15:08:00","","6","A1","A1","A3","A2","A4","A4","A2","A1","A5","A4","A4","A4","Y","A2","","","A1","A2","","","","","","","","A2","","","","","","","A4","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A3","A3","A3","A4","A4","A3","A3","A2","A3","A1","24","","","Y","Y","","","4","A17","Vielen Dank für Ihre Teilnahme am Fragebogen. Wenn Sie ihre Aufwandsentschädigung erhalten möchten, senden Sie diesen Code mit Ihren Bankdaten per E-Mail an gabriele.filomena@uni-muenster.de     Vergessen Sie nicht, Ihren Fragebogen zu versenden!  1613052480  Der Code ist nicht mit Ihren Antworten verknüpft. Es dient nur als Beweis für das Ausfüllen des Fragebogens."
"472","2021-02-11 15:07:31","104","en","1485877605","2021-02-11 14:50:57","2021-02-11 15:07:31","","5","A3","A3","A3","A5","A4","A5","A4","A4","A4","A3","A5","A5","N","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A5","Y","A1","A1","A1","","","","","A2","","","","","","","","","","","","","A1","","","","","","A2","","","","","","","","","A1","","A1","","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A1","","","","","","","A3","A3","A1","A2","A4","A3","A1","A4","A3","A3","A2","A1","28","","","Y","Y","","6","","A13","Thank you for participating in the questionnaire. If you want to be rewarded please email this code with your bank details to gabriele.filomena@uni-muenster.de  Do not forget to sumbit your questionnaire!  1613052451     The code is not associated with your responses; it is a just a proof of completion of the questionnaire."
"478","2021-02-11 17:15:05","104","de","1135405272","2021-02-11 16:53:39","2021-02-11 17:15:04","","7","A1","A4","A4","A4","A3","A2","A3","A3","A4","A4","A4","A3","Y","A2","","","A1","A2","","","","","","","","A2","","","","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A2","A3","A2","A5","A4","A4","A3","A3","A4","A2","A2","24","","","Y","Y","","4","5","A26","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"479","2021-02-11 18:13:09","104","en","448466017","2021-02-11 17:41:18","2021-02-11 18:13:09","","10","A3","A1","A2","A4","A4","A2","A5","A3","A4","A3","A5","A5","N","A1","A1","","","","A1","","A2","","","A2","","A2","","","","","","","A6","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A3","A3","A5","A4","A2","A2","A4","A5","A2","A2","25","","Y","Y","Y","","","3","A13","Thank you for participating in the questionnaire."
"483","2021-02-11 20:40:15","104","de","1759016445","2021-02-11 20:23:55","2021-02-11 20:40:15","","5","A1","A2","A4","A5","A4","A2","A3","A2","A5","A5","A5","A5","Y","A2","","","A2","","","","","A2","","","A1","","","","A2","","","","A2","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A2","","","","","","","","","A2","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A2","A3","A2","A3","A5","A3","A4","A3","A2","A5","A2","A2","24","","","","Y","","","2","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"484","2021-02-11 21:20:07","104","en","218920535","2021-02-11 20:33:38","2021-02-11 21:20:07","","4","A1","A1","A4","A3","A2","A2","A2","A2","A2","A3","A4","A4","N","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A3","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A3","A3","A4","A2","A3","A2","A2","A3","A3","A2","22","","","Y","","","5","1","A17","Thank you for participating in the questionnaire."
"485","2021-02-11 22:19:16","104","de","1630235662","2021-02-11 21:53:33","2021-02-11 22:19:16","","1","A1","A3","A5","A4","A2","A2","A5","A5","A2","A3","A4","A3","Y","A2","","","A2","","","","","A2","","","A2","A2","","","","","","","A4","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A2","","","","A1","","","A2","A1","","A1","","","","","","","","A4","Y","A2","A2","","A3","","","","A2","","","","","","A1","","","","","","","A6","A3","A3","A2","A4","A4","A4","A3","A5","A4","A4","A2","33","","","Y","","","","5","A23","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"488","2021-02-12 11:30:53","104","de","255141685","2021-02-12 10:46:57","2021-02-12 11:30:53","","0","A1","A4","A1","A1","A1","A4","A4","A3","A2","A3","A4","A2","N","A1","A2","A1","","A2","","","","","","","","A2","","","","","","","A4","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","A1","","A1","","","","","","","","A4","N","A2","A2","","A1","A2","","A1","","","","","A2","","","","","","","","","A4","A3","A3","A2","A2","A2","A4","A2","A3","A2","A2","A2","24","","","","Y","","0","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"489","2021-02-12 11:11:47","104","de","2048452092","2021-02-12 10:58:29","2021-02-12 11:11:47","","5","A2","A2","A4","A4","A2","A3","A4","A4","A3","A3","A4","A5","Y","A1","A2","A2","","","","","","A1","A1","","","","","","A2","","","","A5","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","Y","A1","","","","","","","","","","","","","","","A1","","A2","","","A3","A3","A3","A3","A3","A3","A2","A3","A3","A3","A3","A1","21","","","Y","Y","","","21","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"491","2021-02-12 11:51:22","104","de","1749139005","2021-02-12 11:23:35","2021-02-12 11:51:22","","4","A1","A3","A4","A3","A3","A2","A4","A2","A5","A5","A4","A3","N","A1","A2","A1","","A2","","","","","","","","A1","A2","","","","","","A4","Y","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A2","","","A1","A2","","A2","","","A2","","","","","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A3","A3","A4","A2","A5","A3","A2","A2","28","","","Y","","","","6","A22","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"492","2021-02-12 12:09:24","104","de","1789228166","2021-02-12 11:42:25","2021-02-12 12:09:24","","3","A2","A4","A4","A4","A5","A4","A4","A3","A4","A4","A4","A4","N","A2","","","A1","A1","","","","","","","","","","","A2","","","","A5","N","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A1","A2","","","","","","","","","","A1","","A2","","","","","","","","A7","Y","A2","A2","","A1","A2","","A1","","","","","A2","","","","","","","","","A5","A2","A1","A2","A3","A2","A3","A3","A4","A2","A3","A2","23","","","","Y","","","3","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"495","2021-02-12 16:16:58","104","en","1881149155","2021-02-12 15:40:21","2021-02-12 16:16:58","","3","A4","A4","A3","A3","A3","A3","A4","A2","A2","A3","A3","A2","N","A2","","","A2","","","","","A1","A1","","","","","","A2","","","","A5","N","A1","A2","","","","","A2","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A5","A3","A2","A3","A3","A5","A4","A5","A5","A3","A4","A1","24","","","Y","Y","","24","2","A5","Thank you for participating in the questionnaire."
"496","2021-02-12 21:49:26","104","de","2084703167","2021-02-12 20:54:58","2021-02-12 21:49:26","","5","A1","A4","A1","A3","A2","A5","A3","A4","A4","A3","A4","A3","N","A1","A2","A1","","A2","","","","","","","","A2","","","","","","","A4","N","A1","A1","A3","","","A2","","","","","","","","","A2","","","A1","A2","","","","","","A1","A2","","","","","","","","","","A1","","A1","","","","","","","","A3","N","A2","A1","A1","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A3","A2","A5","A3","A2","A3","A2","A1","24","","","Y","Y","","","2","A37","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"501","2021-02-14 14:29:12","104","de","1801966537","2021-02-14 14:12:35","2021-02-14 14:29:12","","3","A1","A3","A3","A4","A3","A5","A4","A3","A4","A4","A3","A4","N","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A5","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A2","","A2","","","A1","","","A1","A1","","","","","","","","A5","Y","A2","A2","","A3","","","","A2","","","","","","A2","","","","","","","A5","A3","A1","A3","A2","A3","A4","A2","A4","A4","A4","A2","22","","","","Y","","28","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"503","2021-02-15 00:19:23","104","de","250476273","2021-02-14 23:45:48","2021-02-15 00:19:23","","3","A1","A2","A4","A4","A3","A3","A3","A4","A4","A3","A4","A4","N","A2","","","A1","A1","","","","","","","","","","","A2","","","","A5","N","A2","","","A1","A1","","","","A2","","","","","","","","","","","","","","","","A2","","","A1","A2","","A2","","","A1","","","A2","","","","","","","","","A5","N","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A3","A3","A2","A3","A2","A2","A2","A1","A2","A1","18","","","","Y","","5","","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"504","2021-02-15 09:44:22","104","de","790877558","2021-02-15 09:08:08","2021-02-15 09:44:22","","7","A2","A3","A3","A5","A5","A5","A2","A1","A5","A3","A4","A3","Y","A1","A2","A2","","","","","","A1","A1","","","","","","A1","","","","A1","N","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A3","A2","A2","A3","A3","A3","A2","A2","A1","A2","23","","Y","Y","Y","","2","4","A23","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"505","2021-02-15 10:54:45","104","de","122266644","2021-02-15 10:28:08","2021-02-15 10:54:45","","2","A2","A1","A3","A3","A4","A3","A3","A3","A5","A5","A4","A5","Y","A2","","","A2","","","","","A2","","","A1","","","","A1","","","","A4","Y","A1","A1","A2","","","","","","","A2","","","","","","","","","","","","","","","A2","","","A1","A1","A2","","","","","","A1","","A1","","","","","","","","A4","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A4","A2","A2","A2","A3","A3","A3","A3","A2","A3","A3","A1","61","","Y","Y","","","","35","A21","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"506","2021-02-15 12:45:54","104","de","527628412","2021-02-15 12:00:50","2021-02-15 12:45:54","","2","A1","A1","A3","A3","A3","A2","A4","A3","A4","A4","A4","A4","Y","A2","","","A2","","","","","A2","","","A2","A2","","","","","","","A3","Y","A2","","","A1","A2","","","","","","","","","","A2","","","A2","","A1","","","","","","","","","","","","","","","A2","A1","","A1","","","","","","","","A3","Y","A2","A2","","A1","A1","A2","","","","","","","","","","","","","","","A2","A3","A3","A3","A3","A3","A2","A2","A3","A3","A3","A1","27","","","","Y","","4","7","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"507","2021-02-15 18:28:21","104","de","402459652","2021-02-15 18:03:53","2021-02-15 18:28:21","","3","A4","A2","A3","A4","A4","A5","A4","A3","A5","A5","A4","A5","Y","A2","","","A1","A1","","","","","","","","","","","A2","","","","A2","Y","A2","","","A1","A2","","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A2","A2","A2","A1","A1","A1","A3","A2","A2","23","","","Y","Y","","","4","A11","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"508","2021-02-15 20:33:38","104","de","1052697755","2021-02-15 18:11:47","2021-02-15 20:33:38","","6","A1","A5","A3","A3","A3","A4","A2","A3","A5","A5","A5","A2","N","A2","","","A2","","","","","A1","A2","","","A1","A2","","","","","","A4","Y","A2","","","A2","","","","","","","A1","","","A2","","","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A2","Y","A2","A2","","A3","","","","A1","A1","A1","","A2","","","","","","","","","A2","A3","A3","A3","A2","A2","A1","A1","A3","A1","A1","A2","22","","","Y","Y","","4","2","A27","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"509","2021-02-16 10:40:32","104","de","669898993","2021-02-16 10:06:47","2021-02-16 10:40:32","","7","A5","A4","A5","A4","A5","A5","A3","A2","A3","A3","A4","A1","N","A1","A1","","","","A1","","A1","","","","","","","A1","","","","","A4","N","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A2","A2","A3","A3","A2","A3","A1","A1","A4","A3","A2","21","","","Y","Y","","6","2","A7","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"510","2021-02-16 10:47:04","104","de","1334905272","2021-02-16 10:23:03","2021-02-16 10:47:04","","3","A5","A1","A5","A2","A4","A1","A2","A3","A4","A4","A3","A2","Y","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A1","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A3","A3","A4","A3","A5","A1","A2","A3","A2","A1","40","","Y","Y","","","3","16","A15","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"512","2021-02-16 11:23:24","104","de","1729925885","2021-02-16 11:11:17","2021-02-16 11:23:24","","6","A1","A2","A2","A4","A4","A1","A2","A1","A5","A5","A5","A5","N","A2","","","A2","","","","","A1","A2","","","A2","","","","","","","A1","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A1","A1","","","","","","","","A1","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A1","A3","A2","A3","A4","A4","A3","A2","A2","A4","A4","A1","22","","","","Y","","5","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"513","2021-02-16 16:04:40","104","de","2088563525","2021-02-16 11:14:00","2021-02-16 16:04:40","","4","A2","A1","A3","A3","A4","A2","A2","A2","A5","A4","A5","A4","Y","A1","A1","","","","A1","","A1","","","","","","","A2","","","","","A1","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A2","","","","","","","","","","","","","A2","Y","A1","","","","","","","","","","","","","","","A2","A1","","","","A3","A3","A3","A3","A3","A3","A3","A2","A1","A3","A3","A1","53","","","Y","","","","31","A7","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"514","2021-02-16 12:42:50","104","de","1751545595","2021-02-16 12:28:02","2021-02-16 12:42:50","","7","A1","A5","A4","A3","A4","A4","A4","A2","A2","A2","A4","A5","Y","A1","A2","A1","","A1","","","","","","","","","","","A1","","","","A5","Y","A1","A1","A3","","","A1","","","A2","","","","","","","","","","","","","","","","A2","","","A2","","","","A1","","","A1","","","","A2","","","","","","","A2","Y","A1","","","","","","","","","","","","","","","A2","A2","","","","A1","A1","A3","A2","A2","A1","A1","A3","A5","A1","A2","A2","19","","","","Y","","7","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"515","2021-02-16 15:26:37","104","de","1945452881","2021-02-16 14:56:42","2021-02-16 15:26:37","","5","A1","A5","A4","A3","A2","A5","A2","A2","A4","A4","A4","A4","N","A1","A1","","","","A1","","A2","","","A2","","A1","A1","","","","","","A3","Y","A2","","","A2","","","","","","","A1","","","A1","","","","A2","","A2","","","","","","","","","","","","","","A2","","","","","","","","","","","","A5","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A4","A3","A3","A2","A2","A1","A1","A3","A3","A1","A1","A2","23","","","","Y","","0","0","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"517","2021-02-17 10:44:39","104","de","123982680","2021-02-17 09:58:23","2021-02-17 10:44:39","","5","A5","A4","A4","A3","A4","A4","A3","A4","A4","A3","A2","A2","N","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A1","N","A2","","","A2","","","","","","","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A3","Y","A2","A2","","A3","","","","A1","A2","","A2","","A2","","","","","","","","A3","A3","A3","A3","A2","A2","A3","A2","A3","A2","A2","A2","26","","","","Y","","","5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"518","2021-02-17 11:09:53","104","en","1750383009","2021-02-17 10:49:03","2021-02-17 11:09:53","","4","A3","A4","A4","A3","A4","A4","A4","A4","A2","A1","A2","A4","N","A1","A2","A1","","A1","","","","","","","","","","","A2","","","","A5","Y","A2","","","A2","","","","","","","A2","A1","A1","","","","","","","","","","","","","","","","","","","","A1","","","","A1","A1","","","","","","","","A6","Y","A2","A1","A1","","","","","","","","","","","","","","","","","","A4","A1","A1","A2","A4","A3","A2","A2","A4","A4","A4","A2","21","","","","Y","","","1.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"520","2021-02-17 13:17:00","104","de","1233317752","2021-02-17 12:57:28","2021-02-17 13:17:00","","5","A3","A2","A3","A2","A4","A1","A4","A3","A3","A2","A4","A4","N","A2","","","A1","A2","","","","","","","","A1","A1","","","","","","A4","Y","A1","A1","A2","","","","","","","A1","","","","","","","","","","","","","A1","","","","","","","","","","","","","","","","A1","","","","","","","A5","Y","A2","A2","","A3","","","","A2","","","","","","A1","","","","","","","A3","A3","A3","A3","A3","A2","A4","A3","A1","A3","A2","A1","25","","Y","Y","Y","","","2","A32","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"521","2021-02-17 15:16:37","104","de","414660789","2021-02-17 14:35:44","2021-02-17 15:16:37","","1","A1","A2","A4","A3","A2","A2","A3","A1","A3","A3","A3","A4","N","A1","A1","","","","A2","A1","","","","","","","","","","","","","A4","N","A1","A1","A1","","","","","A2","","","","","","","","","","","","","A2","","","A2","","","","A2","","","","A2","","A1","","","A1","A1","","","","","","","","A5","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A3","A1","A2","A2","A2","A3","A3","A2","A2","A2","A1","29","","","Y","Y","","0","27","A26","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"522","2021-02-17 16:37:15","104","de","627540458","2021-02-17 15:01:16","2021-02-17 16:37:15","","7","A2","A2","A4","A4","A5","A3","A2","A1","A4","A4","A4","A4","Y","A2","","","A1","A1","","","","","","","","","","","A1","","","","A5","N","A2","","","A2","","","","","","","A2","A2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A4","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A3","A1","A3","A3","A3","A2","A4","A3","A1","A3","A3","A2","26","","Y","Y","Y","","","7","A15","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
"524","2021-02-18 12:14:11","104","de","1987891110","2021-02-18 11:57:22","2021-02-18 12:14:11","","5","A2","A2","A4","A3","A3","A4","A3","A2","A4","A4","A4","A5","N","A2","","","A2","","","","","A1","A2","","","A2","","","","","","","A5","Y","A1","A1","A3","","","A2","","","","","","","","","A1","A1","","","","","","","","","","","","","","","","","A1","","","","A1","A1","","","","","","","","A3","Y","A2","A1","A2","","","","","","","","","","","","","","","","","","A2","A3","A2","A2","A3","A4","A4","A5","A4","A3","A4","A1","22","","","","Y","","","3.5","","Vielen Dank für Ihre Teilnahme am Fragebogen. Vergessen Sie nicht, Ihren Fragebogen zu versenden!"
